id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
266441169,,layer II of area 44op,A44op2,,11,3,8660,266441161,13,16,770,/10153/10154/10155/10156/10157/10158/10159/10160/10161/10172/10185/10186/266441161/266441169/,C2A335,,,f,7370,2154688376,734881840,layer II of area 44op
11641,,MZ in entorhinal cortex,MZEC,,11,3,8660,10514,8,16,120,/10153/10154/10155/10156/10157/10506/10508/10514/11641/,DCD0C6,,,f,6720,1615396561,734881840,MZ in entorhinal cortex
12915,,lateral tuberal nucleus,LTu,,7,3,8490,4633,5,10,681,/4005/4006/4391/4540/4633/12915/,7FFF97,,,f,3512,4138470871,734881840,lateral tuberal nucleus
11551,,intermediate division of lateral septal nucleus,LSNi,,11,3,8660,10352,10,16,1903,/10153/10154/10155/10156/10157/10158/10331/10349/10350/10352/11551/,BCBA80,,,f,8503,2769686315,734881840,intermediate division of lateral septal nucleus
309780802,,Perinecrotic zone sampled by high expression of reference genes,CTpnz-reference-genes,,10,3,8040,301327818,3,15,68,/9429/301810157/301327818/309780802/,43D1F8,,,f,6563,1524673354,734881840,Perinecrotic zone sampled by high expression of reference genes
11506,,central part of CEl,CElcn,,11,3,8660,10365,10,16,1772,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10365/11506/,AFD58A,,,f,8372,381998234,734881840,central part of CEl
193,448,"Parapyramidal nucleus, superficial part",PPYs,9,1,3,8690,1069,7,1,1000,/997/8/343/1065/354/370/1069/193/,FFB3D9,,,f,1001,419402085,734881840,Parapyramidal nucleus superficial part
16715,,"subbrachial nucleus, caudal part",SubBC,11,12,3,8390,16713,9,17,1202,/15564/15565/16649/16650/16651/16658/16703/16705/16713/16715/,4EC54E,,,f,11119,3939041330,734881840,subbrachial nucleus caudal part
4512,4506,"reticular nucleus of thalamus, right",R,,7,2,8490,4511,6,10,838,/4005/4006/4391/4392/4504/4511/4512/,E2FF5D,,,f,3669,622030895,734881840,reticular nucleus of thalamus right
111220778,,periventricular stratum of r6Co,r6Cop,10,12,3,8390,17295,8,17,1925,/15564/15565/16808/17220/17290/17292/17293/17295/111220778/,7CC6FF,,,f,11842,688015508,734881840,periventricular stratum of r6Co
6990,6989,JcPL part of the periaqueductal gray,JcPL-PAG,11,8,3,8000,7340,11,13,808,/6070/5012/5450/5440/7372/7814/7794/5854/7534/7318/7340/6990/,CC9033,,,f,5478,2434759510,734881840,JcPL part of the periaqueductal gray
16778,,superficial stratum of m2AL,m2ALs,10,12,3,8390,16773,8,17,1273,/15564/15565/16649/16751/16752/16754/16771/16773/16778/,61E361,,,f,11190,4121939347,734881840,superficial stratum of m2AL
4100,4094,"superior parietal lobule, right",SPL,,7,2,8490,4096,6,10,254,/4005/4006/4007/4008/4084/4096/4100/,FF7B62,,,f,3085,422101247,734881840,superior parietal lobule right
4759,4753,"VIIIA, right, paravermis",PV-VIIIA,,7,2,8490,12941,8,10,1076,/4005/4006/4833/4696/4697/12930/12936/12941/4759/,00D5E8,,,f,3907,2888255437,734881840,VIIIA right paravermis
11906,,outer SZ in frontal polar cortex,fSZfpo,,11,3,8660,11905,9,16,407,/10153/10154/10155/10156/10157/10506/10536/10537/11905/11906/,EAD180,,,f,7007,345303182,734881840,outer SZ in frontal polar cortex
3370,3370,caudate nucleus,Cau,11,2,3,8000,3369,12,4,262,/2000/2001/2002/2003/2012/2013/2015/3275/3337/3366/3368/3369/3370/,ED985C,,,f,1643,1659591287,734881840,caudate nucleus
16484,,p2 portion of the peripeduncular nucleus,p2PP,11,12,3,8390,16483,11,17,959,/15564/15565/15566/16308/16375/16376/16382/16466/16476/16478/16483/16484/,FFF189,,,f,10876,2270872874,734881840,p2 portion of the peripeduncular nucleus
112764286,,diagonal amygdala,ADg,8,112755220,3,8000,112764244,9,112755225,302,/112763676/112763678/112763680/112763682/112764008/112764010/112764034/112764036/112764244/112764286/,E6A723,,,f,12782,4040091757,734881840,diagonal amygdala
4357,4351,"basomedial nucleus, right, parvicellular division",BMApc,,7,2,8490,265504565,8,10,361,/4005/4006/4007/4275/4327/4350/4355/265504565/4357/,FF60DE,,,f,3192,1387038598,734881840,basomedial nucleus right parvicellular division
16584,,intermediate stratum of CoPD,CoPDi,10,12,3,8390,16581,10,17,1065,/15564/15565/15566/16308/16509/16510/16519/16578/16579/16581/16584/,F4E35F,,,f,10982,1845539779,734881840,intermediate stratum of CoPD
3331,3331,periventricular stratum of SeStr,SeStrp,10,2,3,8000,3330,11,4,223,/2000/2001/2002/2003/2012/2013/2015/3275/3306/3328/3330/3331/,ED985C,,,f,1604,189490330,734881840,periventricular stratum of SeStr
12421,,"facial nucleus, dorsal subnucleus",7D,,11,3,8660,12420,10,16,2759,/10153/10154/10155/10653/10654/10655/10661/12416/12417/12420/12421/,406290,,,f,9359,3236262593,734881840,facial nucleus dorsal subnucleus
4320,4314,"bed  nucleus of stria terminalis, right",BST,,7,2,8490,4314,7,10,474,/4005/4006/4007/4275/4300/13003/4314/4320/,D168FF,,,f,3305,1223136840,734881840,bed  nucleus of stria terminalis right
11890,,SZ in posteror frontal cortex (motor cortex),fSZm1,,11,3,8660,10537,8,16,429,/10153/10154/10155/10156/10157/10506/10536/10537/11890/,FCE17A,,,f,7029,563524222,734881840,SZ in posteror frontal cortex (motor cortex)
267498979,,intraparietal subdivision of area 7 (A7ip),A7ip,,11,3,8660,10220,12,16,996,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/,E49C33,,,f,7596,203222746,734881840,intraparietal subdivision of area 7 (A7ip)
3026,3026,crural extensor motoneurons of lamina 9,CEx9,0,3,3,8200,3000,1,5,26,/3000/3026/,FFFFFF,,,f,2509,2117542840,734881840,crural extensor motoneurons of lamina 9
4524,4518,"lateral habenular nucleus, left",Hl,,7,1,8490,4522,6,10,509,/4005/4006/4391/4520/4521/4522/4524/,85E872,,,f,3340,1679614325,734881840,lateral habenular nucleus left
16147,,induseum griseum,IG,8,12,3,8390,16114,9,17,603,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16147/,FF4865,,,f,10520,1762600010,734881840,induseum griseum
16750,,"ventral tegmental area, m1 part",m1VTA,11,12,3,8390,16749,8,17,1238,/15564/15565/16649/16650/16725/16742/16744/16749/16750/,338033,,,f,11155,3738577918,734881840,ventral tegmental area m1 part
112766713,,r4 alar plate,r4A,5,112755220,3,8000,112766707,5,112755225,1504,/112763676/112763678/112766069/112766601/112766707/112766713/,9E63FF,,,f,13423,398152776,734881840,r4 alar plate
8492,8491,superficial stratum of p2Lim,p2Lims,10,8,3,8000,8446,10,13,728,/6070/5012/5450/5440/7380/5452/7196/7620/7048/8446/8492/,FFEE99,,,f,5398,4037644252,734881840,superficial stratum of p2Lim
11762,,SP in primary visual cortex,oSPv1,,11,3,8660,10524,8,16,308,/10153/10154/10155/10156/10157/10506/10522/10524/11762/,EABFB0,,,f,6908,1710017455,734881840,SP in primary visual cortex
3444,3444,superficial stratum of VPrP,VPrPs,10,2,3,8000,3438,11,4,336,/2000/2001/2002/2003/2012/2013/2015/3400/3401/3436/3438/3444/,ED985C,,,f,1717,2042401794,734881840,superficial stratum of VPrP
10905,,layer V of area 10l,A10l5,,11,3,8660,10192,12,16,675,/10153/10154/10155/10156/10157/10158/10159/10160/10161/10172/10190/10192/10905/,E1C152,,,f,7275,3574466891,734881840,layer V of area 10l
17208,,ventricular zone of r4BM,r4BMv,9,12,3,8390,17207,7,17,1808,/15564/15565/16808/17092/17156/17182/17207/17208/,7E4FCC,,,f,11725,211729661,734881840,ventricular zone of r4BM
16040,,layer 5 of OCx,OC-5,11,12,3,8390,16035,12,17,492,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16030/16032/16035/16040/,F32F4F,,,f,10409,4293257709,734881840,layer 5 of OCx
112764012,,roof plate of evaginated telencephalic vesicle,TelR,5,112755220,3,8000,112764010,6,112755225,165,/112763676/112763678/112763680/112763682/112764008/112764010/112764012/,FF9C59,,,f,12702,3289461591,734881840,roof plate of evaginated telencephalic vesicle
3774,3774,interanterodorsal nucleus,IAD,12,2,3,8000,3772,12,4,682,/2000/2001/2002/2020/2028/2029/2031/3749/3750/3752/3765/3772/3774/,EDD45C,,,f,2063,945030010,734881840,interanterodorsal nucleus
16009,,layer 2 of FCx,FC-2,11,12,3,8390,16007,12,17,461,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16002/16004/16007/16009/,F32F4F,,,f,10378,4210154363,734881840,layer 2 of FCx
12885,,spinal root of accessory nerve,r11sp,,11,3,8660,12883,7,16,3289,/10153/10154/10155/10653/10670/12872/12883/12885/,D0D0D1,,,f,9889,628154168,734881840,spinal root of accessory nerve
7978,7977,periventricular stratum of PcPD,PcPDp,10,8,3,8000,7964,10,13,768,/6070/5012/5450/5440/7372/7814/7794/6840/5972/7964/7978/,B37F2D,,,f,5438,2216524712,734881840,periventricular stratum of PcPD
229,594,sensory root of the trigeminal nerve,sV,9,1,3,8690,901,4,1,1127,/997/1009/967/901/229/,CCCCCC,,,f,1128,1119694834,734881840,sensory root of the trigeminal nerve
4896,4896,"frontal pole, right, medial aspect",FPm,,7,2,8490,4893,7,10,19,/4005/4006/4007/4008/4009/4888/4893/4896/,E8C359,,,f,2850,86884544,734881840,frontal pole right medial aspect
735,940,"Primary auditory area, layer 1",AUDp1,11,1,3,8690,1002,8,1,137,/997/8/567/688/695/315/247/1002/735/,019399,,,f,138,340215110,734881840,Primary auditory area layer 1
127,15,Anteromedial nucleus,AM,8,1,3,8690,239,7,1,676,/997/8/343/1129/549/856/239/127/,FF909F,,,f,677,70138096,734881840,Anteromedial nucleus
146034776,,"collateral sulcus, caudal segment",cols-c,,11,3,8660,10618,8,16,2288,/10153/10154/10155/10156/10609/10610/10611/10618/146034776/,6D6E70,,,f,8888,291721588,734881840,collateral sulcus caudal segment
11383,,layer I of rostral entorhinal cortex,ER1,,11,3,8660,11381,12,16,1461,/10153/10154/10155/10156/10157/10158/10159/10313/10314/10317/10318/11381/11383/,DCD0C6,,,f,8061,3873500597,734881840,layer I of rostral entorhinal cortex
17088,,r2 part of median raphe nucleus,r2MnR,11,12,3,8390,17085,9,17,1646,/15564/15565/16808/16809/17023/17053/17079/17081/17085/17088/,D673E6,,,f,11563,1849630618,734881840,r2 part of median raphe nucleus
17201,,r4 part of central gray nucleus alpha,r4CGA,11,12,3,8390,17199,9,17,1801,/15564/15565/16808/17092/17156/17182/17196/17198/17199/17201/,8E59E6,,,f,11718,805509138,734881840,r4 part of central gray nucleus alpha
2100,2100,r9 basal plate,r9B,5,2,3,8000,2097,5,4,969,/2000/2001/2047/2086/2097/2100/,5DFFFA,,,f,2350,1569926771,734881840,r9 basal plate
8408,8407,lobule 9 of cerebellar vermis,9Cb,12,8,3,8000,6092,11,13,1087,/6070/5012/5460/6626/8192/7400/7182/7060/5320/5366/6092/8408/,FF59E0,,,f,5757,1905496038,734881840,lobule 9 of cerebellar vermis
13110,,SP in extrastriate cortex,oSPexs,,11,3,8660,10524,8,16,309,/10153/10154/10155/10156/10157/10506/10522/10524/13110/,EABFB0,,,f,6909,2542110867,734881840,SP in extrastriate cortex
4628,4622,"pallidohypothalamic nucleus, right",PalHy,,7,2,8490,13006,7,10,598,/4005/4006/4391/4540/4665/13004/13006/4628/,7FFF89,,,f,3429,3473100107,734881840,pallidohypothalamic nucleus right
128011666,,ventricular zone of rostral cingulate cortex,rCGvz,,4,3,8190,294022030,5,8,123,/3999/128011350/128011354/294021746/294022030/128011666/,BA2E2E,,,f,2695,1667708243,734881840,ventricular zone of rostral cingulate cortex
9114,,superior colliculus,SC,,7,3,8490,9101,4,10,860,/4005/4006/9001/9101/9114/,098653,,,f,3691,3855155085,734881840,superior colliculus
17687,,medial (deep) part of 6Sp,6SpM,12,12,3,8390,17686,8,17,2435,/15564/15565/17651/17653/17677/17679/17682/17686/17687/,EBE3D5,,,f,12352,2228787356,734881840,medial (deep) part of 6Sp
3577,3577,caudal paraventricular area of alar hypothalamus,CPa,6,2,3,8000,2017,7,4,471,/2000/2001/2002/2003/2012/2016/2017/3577/,ED5C98,,,f,1852,3832939948,734881840,caudal paraventricular area of alar hypothalamus
5492,5491,intermediate stratum of m1F,m1Fi,10,8,3,8000,5518,7,13,989,/6070/5012/5488/5464/5932/5478/5518/5492/,40FF60,,,f,5659,2262891156,734881840,intermediate stratum of m1F
11541,,medioventral part of putamen,Pmv,,11,3,8660,11538,11,16,1876,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11538/11541/,A8B485,,,f,8476,1846482184,734881840,medioventral part of putamen
10543,,VZ in frontal neocortex,fVZ,,11,3,8660,10542,7,16,546,/10153/10154/10155/10156/10157/10506/10542/10543/,806D2C,,,f,7146,3166553060,734881840,VZ in frontal neocortex
4501,4495,"anterodorsal nucleus of medial geniculate complex, right",MGad,,7,2,8490,265504836,8,10,788,/4005/4006/4391/4392/4393/12926/4499/265504836/4501/,A9E855,,,f,3619,618929839,734881840,anterodorsal nucleus of medial geniculate complex right
13241,,Purkinje cell layer of VePs,VePsp,,11,3,8660,12381,11,16,2685,/10153/10154/10155/10653/10654/10655/10656/10657/10658/12380/12381/13241/,3E80BA,,,f,9285,321403512,734881840,Purkinje cell layer of VePs
12512,,epicoeruleus nucleus,EpC,,11,3,8660,12503,9,16,2855,/10153/10154/10155/10653/10654/10655/10661/12416/12503/12512/,517DBE,,,f,9455,4032163167,734881840,epicoeruleus nucleus
112765769,,periventricular stratum of p1F,p1Fp,10,112755220,3,8000,112765767,8,112755225,1033,/112763676/112763678/112763680/112765096/112765504/112765731/112765763/112765767/112765769/,B3A019,,,f,13177,3896822294,734881840,periventricular stratum of p1F
112766061,,intermediate stratum of m2BM,m2BMi,10,112755220,3,8000,112766057,8,112755225,1178,/112763676/112763678/112765779/112765985/112766037/112766039/112766053/112766057/112766061/,00A700,,,f,13274,1268850266,734881840,intermediate stratum of m2BM
16734,,"oculomotor nucleus, main part",3M,11,12,3,8390,16732,8,17,1222,/15564/15565/16649/16650/16725/16726/16728/16732/16734/,45AC47,,,f,11139,1608371116,734881840,oculomotor nucleus main part
464,906,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,9,1,3,8690,63,7,1,786,/997/8/343/1129/1097/467/63/464/,FF4C3E,,,f,787,3253784525,734881840,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone
3920,3920,intermediate stratum of JcPV,JcPVi,10,2,3,8000,3917,10,4,835,/2000/2001/2002/2020/2035/2036/2038/3894/3915/3917/3920/,EDB45C,,,f,2216,3920327781,734881840,intermediate stratum of JcPV
4023,4017,"superior frontal gyrus, left, medial bank of gyrus",SFG-m,,7,1,8490,4022,7,10,83,/4005/4006/4007/4008/4009/4021/4022/4023/,E8D959,,,f,2914,3096861805,734881840,superior frontal gyrus left medial bank of gyrus
5212,5211,superficial layers of TG,TGS,11,8,3,8000,5456,10,13,919,/6070/5012/5488/5464/6014/5448/8122/5202/5412/5456/5212/,00DF48,,,f,5589,2640110970,734881840,superficial layers of TG
95,11,Agranular insular area,AI,8,1,3,8690,315,6,1,278,/997/8/567/688/695/315/95/,219866,,,f,279,3198937984,734881840,Agranular insular area
6218,6217,ventricular zone of PCom,PComv,9,8,3,8000,5008,8,13,757,/6070/5012/5450/5440/7372/7814/7922/5008/6218/,D9AD54,,,f,5427,1281351610,734881840,ventricular zone of PCom
4263,4257,"CA1 field, right",CA1,,7,2,8490,12892,7,10,130,/4005/4006/4007/4008/4219/4249/12892/4263/,FFBA66,,,f,2961,480445985,734881840,CA1 field right
3468,3468,"anterior olfactory area, dorsal part",AOD,8,2,3,8000,3467,9,4,360,/2000/2001/2002/2003/2012/2013/2015/3400/3467/3468/,ED985C,,,f,1741,3890477955,734881840,anterior olfactory area dorsal part
17132,,intermediate part of r3B,r3BI,7,12,3,8390,17123,6,17,1712,/15564/15565/16808/17092/17093/17123/17132/,7635CC,,,f,11629,2874097733,734881840,intermediate part of r3B
9293,,"middle cerebellar peduncle, Left",mcp,,7,1,8490,9292,5,10,1629,/4005/9218/9287/9288/9292/9293/,F2F1F0,,,f,4460,2406629478,734881840,middle cerebellar peduncle Left
7390,7389,cuneiform nucleus,CnF,11,8,3,8000,5584,9,13,1009,/6070/5012/5488/5468/8516/8494/6494/5616/5584/7390/,00DF00,,,f,5679,973295448,734881840,cuneiform nucleus
2089,2089,r7 alar plate,r7A,5,2,3,8000,2087,5,4,958,/2000/2001/2047/2086/2087/2089/,5DB8FF,,,f,2339,1613072056,734881840,r7 alar plate
769,803,"Ventromedial hypothalamic nucleus, central part",VMHc,9,1,3,8690,693,7,1,789,/997/8/343/1129/1097/467/693/769/,FF4C3E,,,f,790,2374724825,734881840,Ventromedial hypothalamic nucleus central part
665,507,"lateral olfactory tract, body",lot,10,1,3,8690,21,5,1,1108,/997/1009/967/840/21/665/,CCCCCC,,,f,1109,2791586724,734881840,lateral olfactory tract body
12127,,frontal operculum,FrO,,11,3,8660,12113,7,16,2367,/10153/10154/10155/10156/10609/12112/12113/12127/,C2A335,,,f,8967,3661235456,734881840,frontal operculum
128012274,,hippocampal subventricular zone of CA1,CA1szi,,4,3,8190,10058,6,8,155,/3999/128011350/128011354/4003/128012244/10058/128012274/,674881,,,f,2727,2305462042,734881840,hippocampal subventricular zone of CA1
3420,3420,intermediate stratum pf AOB,AOBi,10,2,3,8000,3416,11,4,312,/2000/2001/2002/2003/2012/2013/2015/3400/3401/3414/3416/3420/,ED985C,,,f,1693,4091962687,734881840,intermediate stratum pf AOB
9470,,"caudal linear nucleus, left",CLN,,7,1,8490,9067,6,10,981,/4005/4006/9001/9002/9066/9067/9470/,349009,,,f,3812,2992285496,734881840,caudal linear nucleus left
13121,,SP in rostral presubicular cortex,SPprsr,,11,3,8660,11788,9,16,330,/10153/10154/10155/10156/10157/10506/10522/10528/11788/13121/,DCD0C6,,,f,6930,897619011,734881840,SP in rostral presubicular cortex
112764180,,intermediate stratum of Dg,Dgi,10,112755220,3,8000,112764166,11,112755225,249,/112763676/112763678/112763680/112763682/112764008/112764010/112764034/112764036/112764160/112764162/112764166/112764180/,E58724,,,f,12755,4195113882,734881840,intermediate stratum of Dg
112763804,,periventricular stratum of TPaA,TPaAp,10,112755220,3,8000,112763802,9,112755225,62,/112763676/112763678/112763680/112763682/112763684/112763794/112763796/112763798/112763802/112763804/,A8663A,,,f,12650,2607105035,734881840,periventricular stratum of TPaA
112765398,,ventricular zone of VTTh,VTThv,9,112755220,3,8000,112765396,9,112755225,848,/112763676/112763678/112763680/112765096/112765226/112765228/112765240/112765262/112765396/112765398/,FFED64,,,f,13062,1015361060,734881840,ventricular zone of VTTh
113,1004,"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,11,1,3,8690,337,9,1,67,/997/8/567/688/695/315/453/322/337/113/,188064,,,f,68,2802480882,734881840,Primary somatosensory area lower limb layer 2/3
13104,,inner CP in caudal midinferior temporal cortex (area TF),tCPtfi,,11,3,8660,13102,11,16,196,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11700/13102/13104/,B04A7E,,,f,6796,2097216613,734881840,inner CP in caudal midinferior temporal cortex (area TF)
12763,,medial lemniscus,ml,,11,3,8660,10668,5,16,3161,/10153/10154/10155/10653/10668/12763/,F2F1F0,,,f,9761,3519337805,734881840,medial lemniscus
112764640,,insular cortex,InsCx,8,112755220,3,8000,112764502,9,112755225,479,/112763676/112763678/112763680/112763682/112764008/112764010/112764034/112764310/112764502/112764640/,F2193C,,,f,12870,991428482,734881840,insular cortex
10453,,lateral habenular nucleus,LHN,,11,3,8660,10452,9,16,2024,/10153/10154/10155/10156/10157/10389/10390/10451/10452/10453/,B67BB4,,,f,8624,571935785,734881840,lateral habenular nucleus
112766405,,intermediate part of r1B,r1BI,7,112755220,3,8000,112766371,6,112755225,1350,/112763676/112763678/112766069/112766071/112766279/112766371/112766405/,BE4ACC,,,f,13352,2574852807,734881840,intermediate part of r1B
4970,4969,mantle zone of r3BL,r3BLm,9,8,3,8000,5476,7,13,1326,/6070/5012/5460/7436/6306/6976/5476/4970/,9E8CFF,,,f,5996,507174613,734881840,mantle zone of r3BL
112892421,,mantle zone of r10F,r10Fm,9,12,3,8390,17595,6,17,2318,/15564/15565/16808/17352/17538/17595/112892421/,74AE99,,,f,12235,3764582609,734881840,mantle zone of r10F
6654,6653,Koelliker-Fuse nucleus,KF,12,8,3,8000,7588,10,13,1063,/6070/5012/5460/6626/8192/7400/7182/7232/7506/7588/6654/,FF40DA,,,f,5733,506530068,734881840,Koelliker-Fuse nucleus
3474,3474,layer 1 of AOD cortex,AOD1,11,2,3,8000,3473,12,4,366,/2000/2001/2002/2003/2012/2013/2015/3400/3467/3468/3470/3473/3474/,ED985C,,,f,1747,3735525064,734881840,layer 1 of AOD cortex
5022,5021,"dorsomedial preoptic area, superficial part",DMPAs,11,8,3,8000,5862,11,13,33,/6070/5012/5450/5866/5328/8344/7152/7486/7030/5814/5862/5022/,D12AA4,,,f,4703,1103049692,734881840,dorsomedial preoptic area superficial part
112764540,,ventricular zone of PCx,PCv,9,112755220,3,8000,112764538,10,112755225,429,/112763676/112763678/112763680/112763682/112764008/112764010/112764034/112764310/112764502/112764538/112764540/,F2193C,,,f,12853,3128299949,734881840,ventricular zone of PCx
267498999,,layer IV of area 7ipr,A7ipr4,,11,3,8660,267498983,14,16,1001,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/267498999/,E49C33,,,f,7601,3855489629,734881840,layer IV of area 7ipr
5108,5107,lateral olfactory tract,lot,12,8,3,8000,6354,2,13,1652,/6070/6354/5108/,CCCCCC,,,f,6322,4275693544,734881840,lateral olfactory tract
5036,5035,"ventricles, r2 roof plate",v_r2R,5,8,3,8000,7890,5,13,1767,/6070/7210/8300/7676/7890/5036/,BB6EFF,,,f,6437,3709439448,734881840,ventricles r2 roof plate
2117,2117,ventricles,ventricles,0,2,3,8000,2000,1,4,986,/2000/2117/,5CED67,,,f,2367,3095360456,734881840,ventricles
4690,4684,"premammillary nucleus, right",PMm,,7,2,8490,4685,7,10,615,/4005/4006/4391/4540/4665/12909/4685/4690/,7FFF89,,,f,3446,1483525464,734881840,premammillary nucleus right
12080,,perforant path,perf,,11,3,8660,10568,6,16,2227,/10153/10154/10155/10156/10557/10568/12080/,F2F1F0,,,f,8827,436991788,734881840,perforant path
5872,5871,rostral linear nucleus,RLi,11,8,3,8000,5492,8,13,990,/6070/5012/5488/5464/5932/5478/5518/5492/5872/,40FF60,,,f,5660,2969778900,734881840,rostral linear nucleus
5506,5505,"ventricles, r1 basal plate",v_r1B,5,8,3,8000,7882,5,13,1764,/6070/7210/8300/7676/7882/5506/,CB6EFF,,,f,6434,3147886292,734881840,ventricles r1 basal plate
111220810,,periventricular stratum of r7Co,r7Cop,10,12,3,8390,17358,8,17,2009,/15564/15565/16808/17352/17353/17355/17356/17358/111220810/,56E4CD,,,f,11926,683680419,734881840,periventricular stratum of r7Co
1066,1123,"Anteromedial visual area, layer 2/3",VISam2/3,11,1,3,8690,394,8,1,173,/997/8/567/688/695/315/669/394/1066/,08858C,,,f,174,1625313305,734881840,Anteromedial visual area layer 2/3
3456,3456,"basomedial amygdaloid nucleus, anterior part",BMA,11,2,3,8000,3454,12,4,348,/2000/2001/2002/2003/2012/2013/2015/3400/3401/3448/3450/3454/3456/,ED985C,,,f,1729,2890132437,734881840,basomedial amygdaloid nucleus anterior part
16788,,liminal reticular formation of m2,m2LimRt,11,12,3,8390,16786,10,17,1283,/15564/15565/16649/16751/16752/16754/16780/16781/16783/16786/16788/,61E361,,,f,11200,275180944,734881840,liminal reticular formation of m2
17565,,mantle zone of r10BL,r10BLm,9,12,3,8390,17563,7,17,2286,/15564/15565/16808/17352/17538/17562/17563/17565/,83C3AC,,,f,12203,942712712,734881840,mantle zone of r10BL
11065,,layer III of area 22r,A22r3,,11,3,8660,10241,12,16,1093,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/11065/,DA80A8,,,f,7693,4267577409,734881840,layer III of area 22r
265504436,,"prosubiculum, left",ProS,,7,1,8490,4251,8,10,147,/4005/4006/4007/4008/4219/4249/12896/4251/265504436/,FFD366,,,f,2978,2859881612,734881840,prosubiculum left
7560,7559,telencephalo-hypothalamic transition area,TelH,6,8,3,8000,7480,7,13,450,/6070/5012/5450/5866/8224/6608/7480/7560/,E65517,,,f,5120,1625479905,734881840,telencephalo-hypothalamic transition area
12841,,"lobule III (central lobule and wing, posterior part)",CbIII,,11,3,8660,12838,8,16,3229,/10153/10154/10155/10653/10670/12827/12837/12838/12841/,4A8ECC,,,f,9829,1774619606,734881840,lobule III (central lobule and wing posterior part)
112764360,,ventricular zone of VPrP,VPrPv,9,112755220,3,8000,112764358,10,112755225,339,/112763676/112763678/112763680/112763682/112764008/112764010/112764034/112764310/112764312/112764358/112764360/,DA4335,,,f,12809,3494952258,734881840,ventricular zone of VPrP
112892317,,periventricular stratum of isF,isFp,10,12,3,8390,16913,7,17,1426,/15564/15565/16808/16809/16810/16911/16913/112892317/,BB2CCC,,,f,11343,972849006,734881840,periventricular stratum of isF
11673,,CP in ventromedial extrastriate cortex (VP),oCPvm,,11,3,8660,13095,9,16,218,/10153/10154/10155/10156/10157/10506/10515/10517/13095/11673/,AE4125,,,f,6818,1589344196,734881840,CP in ventromedial extrastriate cortex (VP)
9608,,"gigantocellular nucleus, right",Gi,,7,2,8490,9604,6,10,1324,/4005/4006/9512/9587/9597/9604/9608/,276FD4,,,f,4155,1343391530,734881840,gigantocellular nucleus right
17405,,r7 portion of the hypoglossal motor nucleus,r7-12M,11,12,3,8390,17403,9,17,2069,/15564/15565/16808/17352/17353/17380/17400/17402/17403/17405/,10C3A7,,,f,11986,4058977349,734881840,r7 portion of the hypoglossal motor nucleus
15981,,mantle zone of LPrP,LPrPm,9,12,3,8390,15979,10,17,428,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15979/15981/,F37441,,,f,10345,2400734850,734881840,mantle zone of LPrP
16895,,superficial stratum of isBI,isBIs,10,12,3,8390,16889,9,17,1407,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16895/,D332E6,,,f,11324,1355946623,734881840,superficial stratum of isBI
16678,,colliculus superior,SC,7,12,3,8390,16668,7,17,1164,/15564/15565/16649/16650/16651/16658/16668/16678/,17B317,,,f,11081,961605624,734881840,colliculus superior
15854,,periventricular stratum of Str,Strp,10,12,3,8390,15853,11,17,299,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15851/15853/15854/,EA9E4E,,,f,10216,2130017626,734881840,periventricular stratum of Str
4105,4099,"supramarginal gyrus, left",SMG,,7,1,8490,4104,7,10,219,/4005/4006/4007/4008/4084/4103/4104/4105/,FF5D62,,,f,3050,2943326802,734881840,supramarginal gyrus left
11595,,SG in posterosuperior (dorsal) parietal cortex,pSGpd,,11,3,8660,11593,8,16,17,/10153/10154/10155/10156/10157/10506/11580/11593/11595/,AE7B2C,,,f,6617,4252843078,734881840,SG in posterosuperior (dorsal) parietal cortex
480149246,,"Laterolateral anterior visual area,layer 5",VISlla5,11,1,3,8690,480149230,9,1,133,/997/8/567/688/695/315/247/1011/480149230/480149246/,019399,,,f,134,3025467083,734881840,Laterolateral anterior visual arealayer 5
6006,6005,r5 roof plate,r5R,5,8,3,8000,6324,5,13,1407,/6070/5012/5460/8334/6324/6006/,6E7BFF,,,f,6077,4279350502,734881840,r5 roof plate
