Gene,EntrezID
Tnk1,83813.0
Nedd4l,83814.0
Cenpq,83815.0
Slc25a2,83885.0
Tmem2,83921.0
Cep41,83922.0
Gpr137b,83924.0
Trps1,83925.0
Dnaja3,83945.0
Phip,83946.0
Nrg4,83961.0
Btbd1,83962.0
Jam3,83964.0
Enpp5,83965.0
Tbx19,83993.0
Mmp1a,83995.0
Slmap,83997.0
Mcam,84004.0
Kremen1,84035.0
Kcnn1,84036.0
Usp8,84092.0
Pi4k2a,84095.0
Gpr87,84111.0
Sucnr1,84112.0
Ptov1,84113.0
Setdb1,84505.0
Sval2,84543.0
Cd96,84544.0
Fam126a,84652.0
Hes7,84653.0
Cox4i2,84682.0
Snurf,84704.0
Rpph1,85029.0
Tnfrsf25,85030.0
Kars,85305.0
Emc9,85308.0
Sec16b,89867.0
Cd163,93671.0
Il24,93672.0
Cml2,93673.0
Cml3,93674.0
Lmod2,93677.0
Trim8,93679.0
Zkscan8,93681.0
Glce,93683.0
Sep15,93684.0
Entpd7,93685.0
Rbfox2,93686.0
Csnk1a1,93687.0
Klhl1,93688.0
Lmod1,93689.0
Gpr45,93690.0
Klf7,93691.0
Glrx,93692.0
Gpnmb,93695.0
Chrac1,93696.0
Ice2,93697.0
Pcdhgb1,93699.0
Pcdhgb2,93700.0
Pcdhgb4,93701.0
Pcdhgb5,93702.0
Pcdhgb6,93703.0
Pcdhgb7,93704.0
Pcdhgb8,93705.0
Pcdhgc3,93706.0
Pcdhgc4,93707.0
Pcdhgc5,93708.0
Pcdhga1,93709.0
Pcdhga2,93710.0
Pcdhga3,93711.0
Pcdhga4,93712.0
Pcdhga5,93713.0
Pcdhga6,93714.0
Pcdhga7,93715.0
Pcdhga8,93716.0
Pcdhga9,93717.0
Ear6,93719.0
Cpn1,93721.0
Pcdhga10,93722.0
Pcdhga11,93723.0
Pcdhga12,93724.0
Rnase2a,93726.0
Pabpc5,93728.0
Lztfl1,93730.0
Acox2,93732.0
Mpv17l,93734.0
Wnt16,93735.0
Aff4,93736.0
Pard6g,93737.0
Gabarapl2,93739.0
Pard3,93742.0
Gprc5d,93746.0
Echs1,93747.0
Immp2l,93757.0
Sirt1,93759.0
Arid1a,93760.0
Smarca1,93761.0
Smarca5,93762.0
Ube2n,93765.0
Nipa2,93790.0
Serpinb9g,93806.0
Peli2,93834.0
Amn,93835.0
Rnf111,93836.0
Dach2,93837.0
Dqx1,93838.0
Vangl2,93840.0
Uchl4,93841.0
Igsf9,93842.0
Pnck,93843.0
Brwd1,93871.0
Pcdhb1,93872.0
Pcdhb2,93873.0
Pcdhb3,93874.0
Pcdhb4,93875.0
Pcdhb5,93876.0
Pcdhb6,93877.0
Pcdhb7,93878.0
Pcdhb8,93879.0
Pcdhb9,93880.0
Pcdhb10,93881.0
Pcdhb11,93882.0
Pcdhb12,93883.0
Pcdhb13,93884.0
Pcdhb14,93885.0
Pcdhb16,93887.0
Pcdhb17,93888.0
Pcdhb18,93889.0
Pcdhb19,93890.0
Pcdhb20,93891.0
Pcdhb21,93892.0
Pcdhb22,93893.0
Glp2r,93896.0
Fzd10,93897.0
Cers1,93898.0
Nkd1,93960.0
B3galt5,93961.0
Hemgn,93966.0
Clmn,94040.0
Allc,94041.0
Tm2d1,94043.0
Bcl2l13,94044.0
P2rx5,94045.0
Cecr6,94047.0
Mrpl1,94061.0
Mrpl3,94062.0
Mrpl16,94063.0
Mrpl27,94064.0
Mrpl34,94065.0
Mrpl36,94066.0
Mrpl43,94067.0
Clec2h,94071.0
Trim6,94088.0
Trim7,94089.0
Trim9,94090.0
Trim11,94091.0
Trim16,94092.0
Trim33,94093.0
Trim34a,94094.0
Csmd1,94109.0
Mepe,94111.0
Med15,94112.0
Hrg,94175.0
Dock2,94176.0
Mcoln1,94178.0
Krt23,94179.0
Acsbg1,94180.0
Nans,94181.0
Pdxdc1,94184.0
Tnfrsf21,94185.0
Strn3,94186.0
Zfp423,94187.0
Ophn1,94190.0
Adarb2,94191.0
C1galt1,94192.0
Pag1,94212.0
Ddx50,94213.0
Spock2,94214.0
Ugt2a1,94215.0
Col4a6,94216.0
Lrp1b,94217.0
Cnnm3,94218.0
Cnnm2,94219.0
Cnnm4,94220.0
Gopc,94221.0
Olig3,94222.0
Dgcr8,94223.0
Srd5a2,94224.0
Pi15,94227.0
Slc4a10,94229.0
Cpsf1,94230.0
Ubqln4,94232.0
Tinagl1,94242.0
Fkbp6,94244.0
Dtnbp1,94245.0
Arid4b,94246.0
Slc24a3,94249.0
Hecw1,94253.0
Wbscr16,94254.0
Maged1,94275.0
Sfxn2,94279.0
Sfxn3,94280.0
Sfxn4,94281.0
Sfxn5,94282.0
Ugt1a6a,94284.0
Prcc,94315.0
Cadm3,94332.0
Tmem40,94346.0
Loxl2,94352.0
Hmgn3,94353.0
Prg4,96875.0
Susd4,96935.0
Tmem62,96957.0
Ptges2,96979.0
Tprn,97031.0
Wwtr1,97064.0
Slc9b2,97086.0
Nmd3,97112.0
Hist2h3c2,97114.0
C77080,97130.0
A430005L14Rik,97159.0
Hadha,97212.0
C230066G23Rik,97268.0
Mtmr14,97287.0
Strn4,97387.0
R74862,97423.0
B3gnt9,97440.0
C86695,97476.0
Cog8,97484.0
Cmtm4,97487.0
Qars,97541.0
C530030P08Rik,97730.0
Sgsm2,97761.0
D930048N14Rik,97775.0
4833439L19Rik,
Exd2,97827.0
Serpinb6c,97848.0
C78339,97863.0
A530058O07Rik,97881.0
B3galnt2,97884.0
Nol12,97961.0
Deptor,97998.0
Gtf2f1,98053.0
Tmem132a,98170.0
Dcaf8,98193.0
Eif3m,98221.0
Lrrc59,98238.0
Kmo,98256.0
Txndc9,98258.0
Stk17b,98267.0
D630023F18Rik,98303.0
D2hgdh,98314.0
Efhd1,98363.0
Slamf9,98365.0
Smap1,98366.0
Gorab,98376.0
Lbr,98386.0
Chst10,98388.0
Slc41a1,98396.0
Sh3bp4,98402.0
Zfp451,98403.0
AI597479,98404.0
Nucks1,98415.0
Cnih4,98417.0
Phlpp1,98432.0
Pid1,98496.0
Mael,98558.0
Atp1a2,98660.0
Mfsd6,98682.0
Trmt1l,98685.0
Rabif,98710.0
Rdh10,98711.0
Rab3gap2,98732.0
Obsl1,98733.0
1700034H15Rik,
Kcnb2,98741.0
Fcrla,98752.0
Hnrnpf,98758.0
Ubac1,98766.0
Cdc123,98828.0
Eps8l2,98845.0
AI182371,98870.0
Ehd4,98878.0
Usp6nl,98910.0
Myl9,98932.0
Fam102a,98952.0
Nat10,98956.0
Fibcd1,98970.0
Clp1,98985.0
Znfx1,98999.0
Qser1,99003.0
Lpcat4,99010.0
Pomt1,99011.0
Osbpl6,99031.0
Olah,99035.0
Mrps26,99045.0
Cep152,99100.0
Stard7,99138.0
Cercam,99151.0
Anapc2,99152.0
Ssx2ip,99167.0
Tm9sf4,99237.0
Hrh3,99296.0
Commd7,99311.0
Garnl3,99326.0
Zscan29,99334.0
Dnajc24,99349.0
Arfgef2,99371.0
Cul4a,99375.0
Sall4,99377.0
Abtb2,99382.0
Golga2,99412.0
Duox1,99439.0
Magi3,99470.0
Dnttip2,99480.0
Wdr47,99512.0
Usp53,99526.0
Olfml3,99543.0
Fgg,99571.0
Dpyd,99586.0
Lphn2,99633.0
4933434E20Rik,
Eps8l3,99662.0
Clca4a,99663.0
Sec24b,99683.0
AI606473,99686.0
Ankrd50,99696.0
Cept1,99712.0
Taf13,99730.0
Kcnc4,99738.0
Tmem56,99887.0
Arfip1,99889.0
Prmt6,99890.0
Tiparp,99929.0
Fam188b2,100040293.0
Kdm1a,99982.0
Oog3,100012.0
Ldlrap1,100017.0
Mdn1,100019.0
Lrrc19,100061.0
Cyp2j11,100066.0
Camta1,100072.0
Kti12,100087.0
Rcc1,100088.0
Zbtb48,100090.0
Pcsk9,100102.0
AI428898,100115.0
Tdrd7,100121.0
Gpr153,100129.0
Pafah2,100163.0
Phactr4,100169.0
Zmym6,100177.0
Akna,100182.0
H6pd,100198.0
Tmem64,100201.0
Adprhl2,100206.0
Gpn2,100210.0
Rusc2,100213.0
Stx12,100226.0
Osbpl9,100273.0
AU040320,100317.0
Ppp1r8,100336.0
Smpdl3b,100340.0
Fam46b,100342.0
AW011738,100382.0
Bsdc1,100383.0
Slc44a1,100434.0
Mob3c,100465.0
Lao1,100470.0
Zfand2a,100494.0
Zfp518b,100515.0
Rell1,100532.0
Oas1d,100535.0
AA792892,100554.0
Ugt2b38,100559.0
Slc15a4,100561.0
Lrrc8c,100604.0
Noc4l,100608.0
Nsun5,100609.0
N4bp2l1,100637.0
Upk3b,100647.0
D930016D06Rik,100662.0
Psph,100678.0
Trrap,100683.0
Spon2,100689.0
Gbp6,100702.0
Acacb,100705.0
Pds5b,100710.0
Papd4,100715.0
Ugt2b34,100727.0
Mapre3,100732.0
Dcun1d4,100737.0
Usp30,100756.0
Ube3c,100763.0
Rita1,100764.0
Tbc1d14,100855.0
Hscb,100900.0
Chpf2,100910.0
Tyw1,100929.0
Emilin1,100952.0
Rab28,100972.0
Nfxl1,100978.0
Zfp513,101023.0
Zfp282,101095.0
Ttll3,101100.0
Tmem168,101118.0
Rpusd3,101122.0
Itfg2,101142.0
B630005N14Rik,101148.0
Pot1a,101185.0
Parp11,101187.0
Zfp956,101197.0
Hepacam2,101202.0
Tada3,101206.0
Tra2a,101214.0
Wdr91,101240.0
Brk1,101314.0
Dyrk4,101320.0
Eogt,101351.0
Fbxl14,101358.0
Prrt4,101359.0
Adamts9,101401.0
Ceacam15,101434.0
Dhx32,101437.0
Phrf1,101471.0
Plekha1,101476.0
Slco2b1,101488.0
Ric8,101489.0
Inpp5f,101490.0
Plekhg2,101497.0
Hsd3b7,101502.0
Mob2,101513.0
Klk9,101533.0
Prkd2,101540.0
Wtip,101543.0
Ccp110,101565.0
Vrk3,101568.0
Eftud1,101592.0
AI467606,101602.0
Grwd1,101612.0
Nlrp6,101613.0
Pwwp2b,101631.0
Spty2d1,101685.0
AI854517,101694.0
Trim68,101700.0
Numa1,101706.0
Psip1,101739.0
Papl,101744.0
AU020206,100504230.0
Ano1,101772.0
Spred3,101809.0
C230052I12Rik,101831.0
Ints4,101861.0
Rrp8,101867.0
Unc45a,101869.0
Sf3b3,101943.0
D8Ertd738e,101966.0
Usb1,101985.0
Champ1,101994.0
Ces2a,102022.0
Smim19,102032.0
Exoc8,102058.0
Gadd45gip1,102060.0
Plekhg4,102075.0
Phkb,102093.0
Arhgef18,102098.0
Mtus1,102103.0
Dohh,102115.0
Fam192a,102122.0
Enkd1,102124.0
Snx25,102141.0
Taf5l,102162.0
Prmt10,102182.0
Zdhhc7,102193.0
Snapc2,102209.0
E330037G11Rik,102220.0
Agpat6,102247.0
Cpne7,102278.0
Cyp4v3,102294.0
Ankrd10,102334.0
Cog4,102339.0
Clk3,102414.0
Hinfp,102423.0
Lars2,102436.0
Dennd4a,102442.0
Xylb,102448.0
Imp3,102462.0
Pls1,102502.0
Cmtm7,102545.0
Ano10,102566.0
Slc22a13,102570.0
Alg9,102580.0
Plekho2,102595.0
Snx19,102607.0
Rpp25,102614.0
Mapkapk3,102626.0
Acad11,102632.0
Oaf,102644.0
Cd276,102657.0
Slc6a20a,102680.0
Phldb1,102693.0
Lrrc49,102747.0
Bbs4,102774.0
Tcta,102791.0
Slc6a8,102857.0
Pls3,102866.0
D330045A20Rik,102871.0
Cenpi,102920.0
B630019K06Rik,102941.0
Nudt10,102954.0
Firre,103012.0
Sept10,103080.0
Slc6a15,103098.0
Pan2,103135.0
Pwp1,103136.0
Gstt3,103140.0
Rdh9,103142.0
Upb1,103149.0
Apof,103161.0
Chchd10,103172.0
Fig4,103199.0
Traf3ip2,103213.0
BC030307,103220.0
Csnk1g2,103236.0
Tmem263,103266.0
Cep57l1,103268.0
Zc3h10,103284.0
Zfr2,103406.0
Ncln,103425.0
Nt5dc3,103466.0
Nup107,103468.0
Fam26e,103511.0
Mgat4b,103534.0
Mbtd1,103537.0
E130012A19Rik,103551.0
Psme4,103554.0
Xpo1,103573.0
Fbxw11,103583.0
Sec14l4,103655.0
Smg6,103677.0
Tmed4,103694.0
Slc35e4,103710.0
Pnpo,103711.0
6330403K07Rik,
Tbc1d10a,103724.0
Tubg1,103733.0
Pex12,103737.0
Mien1,103742.0
Tmem98,103743.0
Tmem17,103765.0
Tubg2,103768.0
Slc25a41,103775.0
Wdr92,103784.0
Maml1,103806.0
Zfp692,103836.0
Cuedc1,103841.0
Inca1,103844.0
Nt5m,103850.0
Hoxb2,103889.0
Rpn1,103963.0
Dnm3,103967.0
Plin1,103968.0
Gpc5,103978.0
Gck,103988.0
Rtn1,104001.0
Ctsq,104002.0
Qsox1,104009.0
Cdh22,104010.0
Synj1,104015.0
Synpo,104027.0
Sncb,104069.0
Nxph3,104079.0
Nxph4,104080.0
Wdr7,104082.0
Cyp27a1,104086.0
Itga9,104099.0
Airn,104103.0
Adcy4,104110.0
Adcy3,104111.0
Acly,104112.0
Ndufb11,104130.0
Etv5,104156.0
Gldc,104174.0
Sbk1,104175.0
Chil4,104183.0
Blmh,104184.0
Rhoq,104215.0
Slc6a5,104245.0
Cabin1,104248.0
Cdc42ep2,104252.0
Kdm3a,104263.0
Tex15,104271.0
Arl1,104303.0
Csnk1d,104318.0
Gas8,104346.0
Zfp120,104348.0
Zfp119a,104349.0
Isl2,104360.0
Meig1,104362.0
Barhl2,104382.0
Rcor2,104383.0
Rhox9,104384.0
E2f4,104394.0
Pcnxl3,104401.0
Bap1,104416.0
Dgkz,104418.0
Npffr2,104443.0
Rexo2,104444.0
Cdc42ep1,104445.0
0610010K14Rik,
Rars,104458.0
Ccdc117,104479.0
Smek2,104570.0
Mycbpap,104601.0
Cnot6,104625.0
Tsr1,104662.0
Slc16a6,104681.0
Pik3r6,104709.0
Ttc7b,104718.0
Ddx1,104721.0
Sptssa,104725.0
4930427A07Rik,
Pld4,104759.0
Jkamp,104771.0
Aldh6a1,104776.0
Vipas39,104799.0
Fancm,104806.0
Aspg,104816.0
Ptpn23,104831.0
Cbll1,104836.0
Tecpr2,104859.0
Spata7,104871.0
Tdp1,104884.0
Tmem179,104885.0
Rab15,104886.0
Slc25a47,104910.0
Adi1,104923.0
Fam110c,104943.0
Dnal1,105000.0
Fam84a,105005.0
Rdh14,105014.0
Pelo,105083.0
Iars,105148.0
Arrdc3,105171.0
Nhlrc1,105193.0
Fam208b,105203.0
Rnf44,105239.0
Slc9a3,105243.0
Txndc5,105245.0
Brd9,105246.0
Cdk20,105278.0
Epdr1,105298.0
Golm1,105348.0
Akr1c18,105349.0
AW209491,105351.0
Dusp22,105352.0
Slc17a3,105355.0
Utp15,105372.0
Ankrd32,105377.0
Akr1c14,105387.0
E330034G19Rik,105418.0
Fam149b,105428.0
Slain1,105439.0
Kctd9,105440.0
Dock9,105445.0
Gmpr2,105446.0
Mmrn2,105450.0
Abhd4,105501.0
Exoc5,105504.0
Fam170b,105511.0
Chmp7,105513.0
Ankrd28,105522.0
Mbnl2,105559.0
Cphx1,105594.0
Dph3,105638.0
Phyhip,105653.0
Thtpa,105663.0
Rcbtb2,105670.0
Ppif,105675.0
Mycbp2,105689.0
Ano6,105722.0
Slc38a1,105727.0
Fam83h,105732.0
Tigd5,105734.0
Scrib,105782.0
Kdelr3,105785.0
Prkaa1,105787.0
Amigo2,105827.0
Ccdc65,105833.0
Sgsm3,105835.0
Mtbp,105837.0
Dennd3,105841.0
Lmf2,105847.0
Mal2,105853.0
Nckap1l,105855.0
Csdc2,105859.0
Krt72,105866.0
Ugt3a1,105887.0
Espl1,105988.0
Fam19a5,106014.0
Topors,106021.0
Sharpin,106025.0
Gga1,106039.0
Prickle1,106042.0
Fbxo4,106052.0
AW549877,106064.0
Slc45a4,106068.0
Mfsd5,106073.0
AW557046,106074.0
Cggbp1,106143.0
Txndc11,106200.0
Zc3h7a,106205.0
Qtrtd1,106248.0
0610012G03Rik,
Rrn3,106298.0
Osbpl11,106326.0
Nsun3,106338.0
Rfc4,106344.0
Ildr1,106347.0
Ypel1,106369.0
Eaf2,106389.0
Srl,106393.0
Slc51a,106407.0
Sft2d1,106489.0
Stk38,106504.0
Gpsm3,106512.0
Tecr,106529.0
Ldhal6b,106557.0
Ppcs,106564.0
Dlk2,106565.0
Rab31,106572.0
Itfg3,106581.0
Nrm,106582.0
Ankrd12,106585.0
Wdr90,106618.0
Ift140,106633.0
Vmac,106639.0
Cyp4f15,106648.0
AI413582,106672.0
Rpusd1,106707.0
Catsperd,106757.0
Ticam1,106759.0
Ttbk1,106763.0
Stap2,106766.0
Dhx57,106794.0
Tcf19,106795.0
Oard1,106821.0
Unc119b,106840.0
Abhd3,106861.0
Tnfaip8,106869.0
Afap1l1,106877.0
Smim3,106878.0
Hmgxb3,106894.0
Kctd1,106931.0
Slc39a3,106947.0
Arap3,106952.0
Slc39a6,106957.0
Gramd3,107022.0
Me2,107029.0
Fbxo38,107035.0
Lars,107045.0
Psmg2,107047.0
Lrrtm2,107065.0
Wdr74,107071.0
Rrp12,107094.0
Cyp2c50,107141.0
Glyat,107146.0
Gpr137,107173.0
Btaf1,107182.0
Ffar4,107221.0
Macrod1,107227.0
Carns1,107239.0
AI837181,107242.0
Kazald1,107250.0
Otub1,107260.0
Yars,107271.0
Psat1,107272.0
Vps37c,107305.0
Lpxn,107321.0
Trpt1,107328.0
Gbf1,107338.0
AW112010,107350.0
Kank1,107351.0
Tm9sf3,107358.0
Pdzd8,107368.0
Exoc6,107371.0
C030016D13Rik,107372.0
Fam111a,107373.0
Slc25a45,107375.0
E330013P04Rik,107376.0
Brms1,107392.0
Hat1,107435.0
Unc5a,107448.0
Unc5b,107449.0
Acaca,107476.0
Guca1b,107477.0
Atf5,107503.0
Eprs,107508.0
Ssr1,107513.0
Lgr4,107515.0
Ece2,107522.0
Gimap4,107526.0
Il1rl2,107527.0
Magee1,107528.0
Arl2bp,107566.0
Wwp1,107568.0
Nt5c3,107569.0
Col16a1,107581.0
Dio3,107585.0
Osr2,107587.0
Mylk,107589.0
Rdh1,107605.0
Nod1,107607.0
Pi4kb,107650.0
Uap1,107652.0
Krt9,107656.0
Coro2a,107684.0
Snrpd2,107686.0
Sf3b4,107701.0
Rnh1,107702.0
Slc12a6,107723.0
Mrpl10,107732.0
Mrpl41,107733.0
Mrpl30,107734.0
Rapgef1,107746.0
Aldh1l1,107747.0
Prrxl1,107751.0
Lgals2,107753.0
Ankrd1,107765.0
Haao,107766.0
Scamp1,107767.0
Tm6sf1,107769.0
Tm6sf2,107770.0
Bmyc,107771.0
Scml2,107815.0
Jmjd6,107817.0
Whsc1,107823.0
Thoc5,107829.0
Bai1,107831.0
Cth,107869.0
Mthfs,107885.0
Gcm2,107889.0
Mgat5,107895.0
Chd4,107932.0
Celsr3,107934.0
Pom121,107939.0
Cdk9,107951.0
Hist1h1t,107970.0
Frs3,107971.0
Pacs1,107975.0
Bre,107976.0
Ddb2,107986.0
Bfsp2,107993.0
Cdc20,107995.0
Gtpbp6,107999.0
Cenpf,108000.0
Ap4e1,108011.0
Ap1s2,108012.0
Celf4,108013.0
Srsf9,108014.0
Fxyd4,108017.0
Lin7a,108030.0
Shmt2,108037.0
Chrnb3,108043.0
Slc14a1,108052.0
Camk2d,108058.0
Cstf2,108062.0
Eif2b3,108067.0
Grm2,108068.0
Grm3,108069.0
Grm5,108071.0
Grm6,108072.0
Grm7,108073.0
Ltbp4,108075.0
Skiv2l,108077.0
Olr1,108078.0
Prkaa2,108079.0
Pip4k2b,108083.0
Rnf216,108086.0
Rnf144a,108089.0
Slco1a5,108096.0
Prkab2,108097.0
Med21,108098.0
Prkag2,108099.0
Baiap2,108100.0
Fermt3,108101.0
B3gnt5,108105.0
Eif4ebp3,108112.0
Slco4a1,108115.0
Slco3a1,108116.0
U2af1,108121.0
Napg,108123.0
Napa,108124.0
Xrcc4,108138.0
Taf9,108143.0
Atic,108147.0
Galnt2,108148.0
Galnt7,108150.0
Sema3d,108151.0
Adamts7,108153.0
Adamts6,108154.0
Ogt,108155.0
Mthfd1,108156.0
Ubxn8,108159.0
Fam50a,108160.0
Mat2b,108645.0
Slc35b3,108652.0
Rimklb,108653.0
Fam210a,108654.0
Foxp1,108655.0
Rnpepl1,108657.0
Atp6v1h,108664.0
Epsti1,108670.0
Dnajc9,108671.0
Zdhhc15,108672.0
Ccdc86,108673.0
Cops8,108679.0
Gpt2,108682.0
Ccdc88a,108686.0
Edem2,108687.0
Obfc1,108689.0
Chn1,108699.0
Pttg1ip,108705.0
Fam207a,108707.0
Card11,108723.0
Sft2d2,108735.0
Oxsr1,108737.0
Lyrm2,108755.0
Galnt16,108760.0
Pnrc1,108767.0
Ston2,108800.0
Calr4,108802.0
4933402P03Rik,
4933407E24Rik,
Ccdc122,108811.0
4933409K07Rik,
Jmjd1c,108829.0
Tmem74b,108832.0
Ibtk,108837.0
Mtrf1l,108853.0
Ankhd1,108857.0
4833420G11Rik,
Atad3a,108888.0
Aif1l,108897.0
2700081O15Rik,
Fam72a,108900.0
B4gat1,108902.0
Tbcd,108903.0
Nusap1,108907.0
Aida,108909.0
Rcc2,108911.0
Cdca2,108912.0
Lhfp,108927.0
Smim13,108934.0
Rnf169,108937.0
Trmt10a,108943.0
Zzz3,108946.0
1700049L16Rik,
Ppp1r15b,108954.0
Fam73b,108958.0
Irak2,108960.0
E2f8,108961.0
4930555G01Rik,
Tpr,108989.0
Tbc1d10c,108995.0
Ciapin1,109006.0
Nabp1,109019.0
Sp110,109032.0
Prkcdbp,109042.0
Fam212b,109050.0
Krt75,109052.0
Pfdn4,109054.0
Dnaaf2,109065.0
Exosc4,109075.0
Ints5,109077.0
Sephs1,109079.0
Fbxw17,109082.0
Rars2,109093.0
Rbm15b,109095.0
Slc30a9,109108.0
Uhrf2,109113.0
Supt3,109115.0
Mmadhc,109129.0
Plekha5,109135.0
Mmaa,109136.0
Gins4,109145.0
Chd9,109151.0
Mlec,109154.0
Ube2q2,109161.0
3010003L21Rik,
Atl3,109168.0
Trip11,109181.0
A930024E05Rik,109202.0
Sobp,109205.0
Fam64a,109212.0
3010033K07Rik,
Tmem139,109218.0
Rarres1,109222.0
Ms4a7,109225.0
A930002I21Rik,109226.0
Fam118b,109229.0
Sccpdh,109232.0
Mbd5,109241.0
Kif24,109242.0
Lrrc39,109245.0
Tspan9,109246.0
C030007I09Rik,109250.0
Adtrp,109254.0
Rlf,109263.0
Me3,109264.0
Ssc4d,109267.0
Prr5,109270.0
Mybpc1,109272.0
Actr5,109275.0
Slc22a13b-ps,
R3hdm4,109284.0
4631423B10Rik,
Prex2,109294.0
C330006A16Rik,109299.0
Orai1,109305.0
Prr9,109314.0
C1qtnf7,109323.0
Rnf20,109331.0
Cdcp1,109332.0
Pkn2,109333.0
Ankrd39,109346.0
Fam163b,109349.0
Fam175b,109359.0
D730005E14Rik,109361.0
Sri,109552.0
Tbx10,109575.0
Lmo3,109593.0
Lmo1,109594.0
Dsp,109620.0
Cald1,109624.0
Upk1a,109637.0
Npy,109648.0
Acy1,109652.0
Txlna,109658.0
Ctrl,109660.0
Hoxc11,109663.0
Cyb5a,109672.0
Ampd2,109674.0
Ank2,109676.0
Hyal3,109685.0
Arrb1,109689.0
Cpa1,109697.0
Itga1,109700.0
Actn1,109711.0
Maob,109731.0
Cyb5r3,109754.0
Blvra,109778.0
Pgm3,109785.0
Clps,109791.0
Glo1,109801.0
Vimp,109815.0
Pgc,109820.0
F11,109821.0
Cbr3,109857.0
Braf,109880.0
Mzf1,109889.0
Asl,109900.0
Cela1,109901.0
Mcf2,109904.0
Rap1a,109905.0
Zfp91,109910.0
Zbtb25,109929.0
Abr,109934.0
Amy2a5,109959.0
Art4,109978.0
Art3,109979.0
Gusb,110006.0
Tpgs1,110012.0
Kif22,110033.0
Dek,110052.0
Syt17,110058.0
Dut,110074.0
Bmp3,110075.0
Pygb,110078.0
Dnah5,110082.0
Dnah12,110083.0
Phka2,110094.0
Pygl,110095.0
Nop2,110109.0
Mpi,110119.0
Fgb,110135.0
Ehmt2,110147.0
Raf1,110157.0
Gpr18,110168.0
Slc35b1,110172.0
Manba,110173.0
Ggct,110175.0
Fdps,110196.0
Dgkg,110197.0
Akr7a5,110198.0
Pgd,110208.0
Tmbim6,110213.0
Triobp,110253.0
Msra,110265.0
Bcr,110279.0
Glra3,110304.0
Krt5,110308.0
Krt7,110310.0
Pmch,110312.0
Cox6b1,110323.0
Tas1r1,110326.0
Pp2d1,110332.0
Dync2h1,110350.0
Rap1gap,110351.0
Adrbk1,110355.0
Sec13,110379.0
Shroom2,110380.0
C8b,110382.0
Pde4c,110385.0
Qdpr,110391.0
Pigh,110417.0
Acat1,110446.0
Hivep1,110521.0
Dgkq,110524.0
Adarb1,110532.0
Amhr2,110542.0
Prdm2,110593.0
Timp4,110595.0
Arhgef28,110596.0
Fntb,110606.0
Hdlbp,110611.0
Atxn3,110616.0
Grik4,110637.0
Prps2,110639.0
Lmx1a,110648.0
Rps6ka3,110651.0
Aldh7a1,110695.0
Chaf1b,110749.0
Cse1l,110750.0
Adam33,110751.0
Nr3c2,110784.0
Gpr98,110789.0
Cebpe,110794.0
Tshz1,110796.0
Srsf1,110809.0
Pwp2,110816.0
Pcca,110821.0
Etfb,110826.0
Lims1,110829.0
Chrna3,110834.0
Chrna5,110835.0
Etfa,110842.0
Ppp2r4,110854.0
Pde6c,110855.0
Kcnq3,110862.0
Scn2a1,110876.0
Slc18a1,110877.0
Scn4a,110880.0
Gabra5,110886.0
Slc8a2,110891.0
Slc8a3,110893.0
Slc9a4,110895.0
Chrna2,110902.0
Cds2,110911.0
Hspa13,110920.0
Atp6v1b1,110935.0
Hlcs,110948.0
Rpl10,110954.0
D17H6S56E-5,
D1Pas1,110957.0
M1ap,110958.0
Nudt19,110959.0
Tars,110960.0
Mbd6,110962.0
Erc1,111173.0
Taar1,111174.0
Pecr,111175.0
Dlx1as,111970.0
Dxo,112403.0
Egln1,112405.0
Egln2,112406.0
Egln3,112407.0
Tas2r116,112408.0
C030039L03Rik,112415.0
1700102P08Rik,
2010002M12Rik,
2610305D13Rik,
Vmn1r54,113851.0
Vmn1r50,113852.0
Vmn1r11,113860.0
Vmn1r-ps8,
Vmn1r13,113862.0
Vmn1r15,113863.0
Vmn1r14,113864.0
Laptm4b,114128.0
Cldn16,114141.0
Foxp2,114142.0
Atp6v0b,114143.0
Kiss1r,114229.0
Aipl1,114230.0
Npnt,114249.0
Dok4,114255.0
Palmd,114301.0
Slc28a3,114304.0
Lyve1,114332.0
Slc5a5,114479.0
Csprs,114564.0
Zbtb21,114565.0
Krt82,114566.0
Crip3,114570.0
Clic1,114584.0
D17H6S53E,114585.0
Ehbp1l1,114601.0
Zmynd10,114602.0
Prdm15,114604.0
Tle6,114606.0
Elac1,114615.0
Rpl31,114641.0
Brdt,114642.0
Oas1c,114643.0
Slc13a3,114644.0
Ly6g5c,114652.0
Ly6g6d,114654.0
Etos1,114660.0
Prss28,114661.0
Prss29,114662.0
Impa2,114663.0
Hsd17b11,114664.0
Krtap5-5,
4930433N12Rik,
Gtf2ird2,114674.0
4932431P20Rik,
Selm,114679.0
Ferd3l,114712.0
Rasa2,114713.0
Rad51c,114714.0
Spred1,114715.0
Spred2,114716.0
Supt16,114741.0
G6bos,114763.0
Pawr,114774.0
Prosc,114863.0
Psg28,114871.0
Dscaml1,114873.0
Ddhd1,114874.0
Plcz1,114875.0
Cygb,114886.0
Vsx1,114889.0
Dcun1d1,114893.0
Afg3l1,114896.0
Fgfrl1,116701.0
Pcdha1,116731.0
Tsga13,116732.0
Vps4a,116733.0
Lsm10,116748.0
Foxn4,116810.0
Rims1,116837.0
Rims2,116838.0
Prelp,116847.0
Baz2a,116848.0
Akr1c20,116852.0
Mta1,116870.0
